,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,ADA-USD,BNB-USD,BTC-USD,ETH-USD,XRP-USD,ADA-USD,BNB-USD,BTC-USD,ETH-USD,XRP-USD,ADA-USD,BNB-USD,BTC-USD,ETH-USD,XRP-USD,ADA-USD,BNB-USD,BTC-USD,ETH-USD,XRP-USD,ADA-USD,BNB-USD,BTC-USD,ETH-USD,XRP-USD,ADA-USD,BNB-USD,BTC-USD,ETH-USD,XRP-USD
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-10,0.4058719873428345,9.255970001220703,8621.900390625,860.4149780273438,1.070739984512329,0.4058719873428345,9.255970001220703,8621.900390625,860.4149780273438,1.070739984512329,0.46276599168777466,10.363200187683105,9122.5498046875,917.4000244140625,1.3005900382995605,0.3853679895401001,8.848520278930664,8295.4697265625,825.5770263671875,0.94725102186203,0.3866710066795349,9.7327299118042,8720.080078125,882.4669799804688,0.94725102186203,951824000,80123200,7780960256,2930530048,4682010112
2018-02-11,0.36976900696754456,8.704910278320312,8129.97021484375,814.6599731445312,1.0041600465774536,0.36976900696754456,8.704910278320312,8129.97021484375,814.6599731445312,1.0041600465774536,0.40519601106643677,9.345479965209961,8616.1298828125,859.2880249023438,1.0750999450683594,0.3636240065097809,8.144450187683105,7931.10009765625,788.2219848632812,0.9297670125961304,0.40510401129722595,9.2008695602417,8616.1298828125,859.2880249023438,1.067330002784729,331944000,68554600,6122189824,2486650112,2555310080
2018-02-12,0.38431501388549805,9.322469711303711,8926.5703125,868.7069702148438,1.0810099840164185,0.38431501388549805,9.322469711303711,8926.5703125,868.7069702148438,1.0810099840164185,0.39330700039863586,9.4037504196167,8985.919921875,875.93701171875,1.1067299842834473,0.37259501218795776,8.71144962310791,8141.43017578125,817.5079956054688,1.006500005722046,0.37259501218795776,8.71144962310791,8141.43017578125,817.5079956054688,1.006500005722046,243039008,50792600,6256439808,2243450112,1756290048
2018-02-13,0.3733139932155609,8.986780166625977,8598.3095703125,845.2579956054688,1.0274100303649902,0.3733139932155609,8.986780166625977,8598.3095703125,845.2579956054688,1.0274100303649902,0.38701799511909485,9.347940444946289,8958.4697265625,870.708984375,1.0829299688339233,0.3599199950695038,8.773369789123535,8455.41015625,828.8369750976562,1.0147099494934082,0.383435994386673,9.317669868469238,8926.7197265625,869.2930297851562,1.079740047454834,225695008,41593400,5696719872,2081170048,921100032
2018-02-14,0.3969079852104187,10.40060043334961,9494.6298828125,923.5609741210938,1.1416200399398804,0.3969079852104187,10.40060043334961,9494.6298828125,923.5609741210938,1.1416200399398804,0.4013209939002991,10.649800300598145,9518.5400390625,926.4290161132812,1.1650999784469604,0.3703930079936981,8.990240097045898,8599.919921875,844.2789916992188,1.0212899446487427,0.3737660050392151,9.015910148620605,8599.919921875,844.2789916992188,1.0260800123214722,299008992,68781600,7909819904,2818370048,1457600000
2018-02-15,0.40936800837516785,10.931099891662598,10166.400390625,936.9760131835938,1.1468600034713745,0.40936800837516785,10.931099891662598,10166.400390625,936.9760131835938,1.1468600034713745,0.41668701171875,11.283900260925293,10234.7998046875,951.947998046875,1.1639599800109863,0.38993701338768005,10.101200103759766,9395.580078125,911.1110229492188,1.1114699840545654,0.3946709930896759,10.390700340270996,9488.3203125,923.72802734375,1.139050006866455,348342016,108962000,9062540288,2900100096,1188530048
2018-02-16,0.4038099944591522,11.201600074768066,10233.900390625,944.2100219726562,1.1380300521850586,0.4038099944591522,11.201600074768066,10233.900390625,944.2100219726562,1.1380300521850586,0.41240400075912476,11.201600074768066,10324.099609375,950.0050048828125,1.1518399715423584,0.3926759958267212,10.429499626159668,9824.8203125,917.8480224609375,1.1126099824905396,0.4101420044898987,10.914899826049805,10135.7001953125,934.7860107421875,1.1449400186538696,192420000,71131800,7296159744,2369449984,568339008
2018-02-17,0.41988301277160645,11.689299583435059,11112.7001953125,974.114990234375,1.2049800157546997,0.41988301277160645,11.689299583435059,11112.7001953125,974.114990234375,1.2049800157546997,0.4280740022659302,11.870699882507324,11139.5,976.594970703125,1.2175899744033813,0.4010559916496277,10.952799797058105,10149.400390625,940.7540283203125,1.1325199604034424,0.40240299701690674,11.076499938964844,10207.5,944.7479858398438,1.13742995262146,341415008,76093504,8660880384,2525720064,1186729984
